time	sDepthWN0	sDFiAdN0	sDepthWN1	sDFiAdN1	sDepthWN2	sDFiAdN2	sDepthWN3	sDFiAdN3	sDepthWN4	sMixDepthWN4	sDFiAdN4	sDepthWN5	sDFiAdN5	sDepthWN6	sDFiAdN6	sDepthWN7	sDFiAdN7	sDepthWN8	sDFiAdN8	sDepthWN9	sDFiAdN9	sDepthWN10	sDFiAdN10	sDepthWN11	sDFiAdN11	sDepthWN110	sDFiAdN110
17912	3	5.716491579	1.2	5.509332145	1.5	6.436593787	1.5	5.749943889	1.5	0	5.603413027	3	5.716491579	3	5.716491579	3	5.716491579	3	5.716491579	3	5.716491579	3	5.716491579	3	5.716491579	3	5.716491579
17913	3	5.717356603	1.2	5.513370998	1.5	6.439146131	1.5	5.752798454	1.5	0	5.60629702	3	5.717356603	3	5.717356603	3	5.717356603	3	5.717356603	3	5.717356603	3	5.717356603	3	5.717356603	3	5.717356603
17914	3	5.718262915	1.2	5.517422847	1.5	6.441724449	1.5	5.755676511	1.5	0	5.609203556	3	5.718262915	3	5.718262915	3	5.718262915	3	5.718262915	3	5.718262915	3	5.718262915	3	5.718262915	3	5.718262915
17915	3	5.719215679	1.2	5.521495023	1.5	6.44433572	1.5	5.758584695	1.5	0	5.612139175	3	5.719215679	3	5.719215679	3	5.719215679	3	5.719215679	3	5.719215679	3	5.719215679	3	5.719215679	3	5.719215679
17916	3	5.720220141	1.2	5.525594912	1.5	6.44698699	1.5	5.761529706	1.5	0	5.615110481	3	5.720220141	3	5.720220141	3	5.720220141	3	5.720220141	3	5.720220141	3	5.720220141	3	5.720220141	3	5.720220141
17917	3	5.72128163	1.2	5.52972997	1.5	6.449685378	1.5	5.764518319	1.5	0	5.618124151	3	5.72128163	3	5.72128163	3	5.72128163	3	5.72128163	3	5.72128163	3	5.72128163	3	5.72128163	3	5.72128163
17918	3	5.722405569	1.2	5.533907729	1.5	6.452438084	1.5	5.767557393	1.5	0	5.621186946	3	5.722405569	3	5.722405569	3	5.722405569	3	5.722405569	3	5.722405569	3	5.722405569	3	5.722405569	3	5.722405569
17919	3	5.723597478	1.2	5.538135807	1.5	6.4552524	1.5	5.770653881	1.5	0	5.624305721	3	5.723597478	3	5.723597478	3	5.723597478	3	5.723597478	3	5.723597478	3	5.723597478	3	5.723597478	3	5.723597478
17920	3	5.724862987	1.2	5.542421922	1.5	6.458135719	1.5	5.77381484	1.5	0	5.627487431	3	5.724862987	3	5.724862987	3	5.724862987	3	5.724862987	3	5.724862987	3	5.724862987	3	5.724862987	3	5.724862987
17921	3	5.726207836	1.2	5.546773899	1.5	6.461095542	1.5	5.77704744	1.5	0	5.630739146	3	5.726207836	3	5.726207836	3	5.726207836	3	5.726207836	3	5.726207836	3	5.726207836	3	5.726207836	3	5.726207836
17922	3	5.727637886	1.2	5.551199676	1.5	6.464139488	1.5	5.780358972	1.5	0	5.634068057	3	5.727637886	3	5.727637886	3	5.727637886	3	5.727637886	3	5.727637886	3	5.727637886	3	5.727637886	3	5.727637886
17923	3	5.729159123	1.2	5.555707319	1.5	6.4672753	1.5	5.783756858	1.5	0	5.637481484	3	5.729159123	3	5.729159123	3	5.729159123	3	5.729159123	3	5.729159123	3	5.729159123	3	5.729159123	3	5.729159123
17924	3	5.730777668	1.2	5.560305016	1.5	6.470510856	1.5	5.78724866	1.5	0	5.640986888	3	5.730777668	3	5.730777668	3	5.730777668	3	5.730777668	3	5.730777668	3	5.730777668	3	5.730777668	3	5.730777668
17925	3	5.732499782	1.2	5.565001088	1.5	6.473854177	1.5	5.790842088	1.5	0	5.644591881	3	5.732499782	3	5.732499782	3	5.732499782	3	5.732499782	3	5.732499782	3	5.732499782	3	5.732499782	3	5.732499782
17926	3	5.734331871	1.2	5.569803997	1.5	6.477313433	1.5	5.794545009	1.5	0	5.648304226	3	5.734331871	3	5.734331871	3	5.734331871	3	5.734331871	3	5.734331871	3	5.734331871	3	5.734331871	3	5.734331871
17927	3	5.736280496	1.2	5.574722351	1.5	6.480896945	1.5	5.798365447	1.5	0	5.652131849	3	5.736280496	3	5.736280496	3	5.736280496	3	5.736280496	3	5.736280496	3	5.736280496	3	5.736280496	3	5.736280496
17928	3	5.738352375	1.2	5.579764917	1.5	6.484613195	1.5	5.802311595	1.5	0	5.656082841	3	5.738352375	3	5.738352375	3	5.738352375	3	5.738352375	3	5.738352375	3	5.738352375	3	5.738352375	3	5.738352375
17929	3	5.740554395	1.2	5.58494063	1.5	6.488470831	1.5	5.806391813	1.5	0	5.66016546	3	5.740554395	3	5.740554395	3	5.740554395	3	5.740554395	3	5.740554395	3	5.740554395	3	5.740554395	3	5.740554395
17930	3	5.742893613	1.2	5.590258603	1.5	6.492478678	1.5	5.810614643	1.5	0	5.664388146	3	5.742893613	3	5.742893613	3	5.742893613	3	5.742893613	3	5.742893613	3	5.742893613	3	5.742893613	3	5.742893613
17931	3	5.745377266	1.2	5.59572814	1.5	6.496645742	1.5	5.814988811	1.5	0	5.668759521	3	5.745377266	3	5.745377266	3	5.745377266	3	5.745377266	3	5.745377266	3	5.745377266	3	5.745377266	3	5.745377266
17932	3	5.748012776	1.2	5.601358749	1.5	6.500981222	1.5	5.819523238	1.5	0	5.673288401	3	5.748012776	3	5.748012776	3	5.748012776	3	5.748012776	3	5.748012776	3	5.748012776	3	5.748012776	3	5.748012776
17933	3	5.750807752	1.2	5.60716015	1.5	6.505494519	1.5	5.824227047	1.5	0	5.677983802	3	5.750807752	3	5.750807752	3	5.750807752	3	5.750807752	3	5.750807752	3	5.750807752	3	5.750807752	3	5.750807752
17934	3	5.753770001	1.2	5.613142292	1.5	6.510195243	1.5	5.829109574	1.5	0	5.682854951	3	5.753770001	3	5.753770001	3	5.753770001	3	5.753770001	3	5.753770001	3	5.753770001	3	5.753770001	3	5.753770001
17935	3	5.75690753	1.2	5.619315357	1.5	6.515093221	1.5	5.834180376	1.5	0	5.687911292	3	5.75690753	3	5.75690753	3	5.75690753	3	5.75690753	3	5.75690753	3	5.75690753	3	5.75690753	3	5.75690753
17936	3	5.76022855	1.2	5.62568978	1.5	6.520198505	1.5	5.839449238	1.5	0	5.6931625	3	5.76022855	3	5.76022855	3	5.76022855	3	5.76022855	3	5.76022855	3	5.76022855	3	5.76022855	3	5.76022855
17937	3	5.763741483	1.2	5.632276254	1.5	6.525521381	1.5	5.844926184	1.5	0	5.698618483	3	5.763741483	3	5.763741483	3	5.763741483	3	5.763741483	3	5.763741483	3	5.763741483	3	5.763741483	3	5.763741483
17938	3	5.76745496	1.2	5.639085743	1.5	6.531072376	1.5	5.850621486	1.5	0	5.704289398	3	5.76745496	3	5.76745496	3	5.76745496	3	5.76745496	3	5.76745496	3	5.76745496	3	5.76745496	3	5.76745496
17939	3	5.771377833	1.2	5.646129492	1.5	6.536862261	1.5	5.85654567	1.5	0	5.710185653	3	5.771377833	3	5.771377833	3	5.771377833	3	5.771377833	3	5.771377833	3	5.771377833	3	5.771377833	3	5.771377833
17940	3	5.775519166	1.2	5.653419038	1.5	6.54290206	1.5	5.862709524	1.5	0	5.716317919	3	5.775519166	3	5.775519166	3	5.775519166	3	5.775519166	3	5.775519166	3	5.775519166	3	5.775519166	3	5.775519166
17941	3	5.779888246	1.2	5.660966219	1.5	6.549203056	1.5	5.869124107	1.5	0	5.722697135	3	5.779888246	3	5.779888246	3	5.779888246	3	5.779888246	3	5.779888246	3	5.779888246	3	5.779888246	3	5.779888246
17942	3	5.784494578	1.2	5.668783185	1.5	6.555776789	1.5	5.875800752	1.5	0	5.729334517	3	5.784494578	3	5.784494578	3	5.784494578	3	5.784494578	3	5.784494578	3	5.784494578	3	5.784494578	3	5.784494578
17943	3	5.789347898	1.2	5.676882402	1.5	6.562635066	1.5	5.882751076	1.5	0	5.736241561	3	5.789347898	3	5.789347898	3	5.789347898	3	5.789347898	3	5.789347898	3	5.789347898	3	5.789347898	3	5.789347898
17944	3	5.794460801	1.2	5.685276665	1.5	6.569789957	1.5	5.88998698	1.5	0	5.74343005	3	5.794460801	3	5.794460801	3	5.794460801	3	5.794460801	3	5.794460801	3	5.794460801	3	5.794460801	3	5.794460801
17945	3	5.799845391	1.2	5.693979104	1.5	6.577253802	1.5	5.897520656	1.5	0	5.75091206	3	5.799845391	3	5.799845391	3	5.799845391	3	5.799845391	3	5.799845391	3	5.799845391	3	5.799845391	3	5.799845391
17946	3	5.805512067	1.2	5.703003188	1.5	6.585039203	1.5	5.90536459	1.5	0	5.758699958	3	5.805512067	3	5.805512067	3	5.805512067	3	5.805512067	3	5.805512067	3	5.805512067	3	5.805512067	3	5.805512067
17947	3	5.811471441	1.2	5.712362734	1.5	6.593159024	1.5	5.913531561	1.5	0	5.766806411	3	5.811471441	3	5.811471441	3	5.811471441	3	5.811471441	3	5.811471441	3	5.811471441	3	5.811471441	3	5.811471441
17948	3	5.817734322	1.2	5.722071909	1.5	6.601626389	1.5	5.922034642	1.5	0	5.77524438	3	5.817734322	3	5.817734322	3	5.817734322	3	5.817734322	3	5.817734322	3	5.817734322	3	5.817734322	3	5.817734322
17949	3	5.824311709	1.2	5.732145234	1.5	6.610454673	1.5	5.930887199	1.5	0	5.784027124	3	5.824311709	3	5.824311709	3	5.824311709	3	5.824311709	3	5.824311709	3	5.824311709	3	5.824311709	3	5.824311709
17950	3	5.831214775	1.2	5.742597585	1.5	6.619657491	1.5	5.940102887	1.5	0	5.793168193	3	5.831214775	3	5.831214775	3	5.831214775	3	5.831214775	3	5.831214775	3	5.831214775	3	5.831214775	3	5.831214775
17951	3	5.838454849	1.2	5.753444195	1.5	6.62924869	1.5	5.949695642	1.5	0	5.80268143	3	5.838454849	3	5.838454849	3	5.838454849	3	5.838454849	3	5.838454849	3	5.838454849	3	5.838454849	3	5.838454849
17952	3	5.846043394	1.2	5.764700652	1.5	6.639242333	1.5	5.959679679	1.5	0	5.812580955	3	5.846043394	3	5.846043394	3	5.846043394	3	5.846043394	3	5.846043394	3	5.846043394	3	5.846043394	3	5.846043394
17953	3	5.853991989	1.2	5.776382892	1.5	6.649652678	1.5	5.970069474	1.5	0	5.822881165	3	5.853991989	3	5.853991989	3	5.853991989	3	5.853991989	3	5.853991989	3	5.853991989	3	5.853991989	3	5.853991989
17954	3	5.8623123	1.2	5.788507197	1.5	6.660494161	1.5	5.980879756	1.5	0	5.833596714	3	5.8623123	3	5.8623123	3	5.8623123	3	5.8623123	3	5.8623123	3	5.8623123	3	5.8623123	3	5.8623123
17955	3	5.871016043	1.2	5.801090186	1.5	6.671781367	1.5	5.992125486	1.5	0	5.844742502	3	5.871016043	3	5.871016043	3	5.871016043	3	5.871016043	3	5.871016043	3	5.871016043	3	5.871016043	3	5.871016043
17956	3	5.880114958	1.2	5.814148802	1.5	6.683529	1.5	6.003821842	1.5	0	5.856333656	3	5.880114958	3	5.880114958	3	5.880114958	3	5.880114958	3	5.880114958	3	5.880114958	3	5.880114958	3	5.880114958
17957	3	5.889620756	1.2	5.827700295	1.5	6.695751848	1.5	6.015984186	1.5	0	5.868385506	3	5.889620756	3	5.889620756	3	5.889620756	3	5.889620756	3	5.889620756	3	5.889620756	3	5.889620756	3	5.889620756
17958	3	5.899545081	1.2	5.841762211	1.5	6.708464741	1.5	6.028628042	1.5	0	5.88091356	3	5.899545081	3	5.899545081	3	5.899545081	3	5.899545081	3	5.899545081	3	5.899545081	3	5.899545081	3	5.899545081
17959	3	5.909899449	1.2	5.856352361	1.5	6.721682504	1.5	6.04176906	1.5	0	5.893933467	3	5.909899449	3	5.909899449	3	5.909899449	3	5.909899449	3	5.909899449	3	5.909899449	3	5.909899449	3	5.909899449
17960	3	5.920695191	1.2	5.8714888	1.5	6.7354199	1.5	6.055422972	1.5	0	5.907460986	3	5.920695191	3	5.920695191	3	5.920695191	3	5.920695191	3	5.920695191	3	5.920695191	3	5.920695191	3	5.920695191
17961	3	5.931943381	1.2	5.887189791	1.5	6.749691574	1.5	6.06960555	1.5	0	5.921511941	3	5.931943381	3	5.931943381	3	5.931943381	3	5.931943381	3	5.931943381	3	5.931943381	3	5.931943381	3	5.931943381
17962	3	5.943654756	1.2	5.903473769	1.5	6.764511973	1.5	6.084332553	1.5	0	5.936102166	3	5.943654756	3	5.943654756	3	5.943654756	3	5.943654756	3	5.943654756	3	5.943654756	3	5.943654756	3	5.943654756
17963	3	5.955839634	1.2	5.920359297	1.5	6.779895273	1.5	6.099619661	1.5	0	5.951247454	3	5.955839634	3	5.955839634	3	5.955839634	3	5.955839634	3	5.955839634	3	5.955839634	3	5.955839634	3	5.955839634
17964	3	5.968507809	1.2	5.93786501	1.5	6.795855286	1.5	6.11548241	1.5	0	5.966963489	3	5.968507809	3	5.968507809	3	5.968507809	3	5.968507809	3	5.968507809	3	5.968507809	3	5.968507809	3	5.968507809
17965	3	5.981668445	1.2	5.956009562	1.5	6.812405352	1.5	6.131936112	1.5	0	5.983265769	3	5.981668445	3	5.981668445	3	5.981668445	3	5.981668445	3	5.981668445	3	5.981668445	3	5.981668445	3	5.981668445
17966	3	5.995329949	1.2	5.974811553	1.5	6.829558234	1.5	6.148995762	1.5	0	6.000169525	3	5.995329949	3	5.995329949	3	5.995329949	3	5.995329949	3	5.995329949	3	5.995329949	3	5.995329949	3	5.995329949
17967	3	6.009499837	1.2	5.994289451	1.5	6.847325977	1.5	6.166675939	1.5	0	6.01768962	3	6.009499837	3	6.009499837	3	6.009499837	3	6.009499837	3	6.009499837	3	6.009499837	3	6.009499837	3	6.009499837
17968	3	6.02417626	1.2	6.014455465	1.5	6.865712822	1.5	6.184984418	1.5	0	6.035834233	3	6.02417626	3	6.02417626	3	6.02417626	3	6.02417626	3	6.02417626	3	6.02417626	3	6.02417626	3	6.02417626
17969	3	6.039311121	1.2	6.035288342	1.5	6.884683889	1.5	6.203893941	1.5	0	6.054576896	3	6.039311121	3	6.039311121	3	6.039311121	3	6.039311121	3	6.039311121	3	6.039311121	3	6.039311121	3	6.039311121
17970	3	6.054873275	1.2	6.056778717	1.5	6.904217079	1.5	6.223389278	1.5	0	6.073903111	3	6.054873275	3	6.054873275	3	6.054873275	3	6.054873275	3	6.054873275	3	6.054873275	3	6.054873275	3	6.054873275
17971	3	6.070846072	1.2	6.078913399	1.5	6.924284779	1.5	6.243450852	1.5	0	6.093794147	3	6.070846072	3	6.070846072	3	6.070846072	3	6.070846072	3	6.070846072	3	6.070846072	3	6.070846072	3	6.070846072
17972	3	6.087267088	1.2	6.101681129	1.5	6.944860391	1.5	6.264060708	1.5	0	6.114232955	3	6.087267088	3	6.087267088	3	6.087267088	3	6.087267088	3	6.087267088	3	6.087267088	3	6.087267088	3	6.087267088
17973	3	6.104127923	1.2	6.12507296	1.5	6.965918783	1.5	6.285202922	1.5	0	6.135204568	3	6.104127923	3	6.104127923	3	6.104127923	3	6.104127923	3	6.104127923	3	6.104127923	3	6.104127923	3	6.104127923
17974	3	6.121415835	1.2	6.149082272	1.5	6.987436387	1.5	6.306863633	1.5	0	6.156696109	3	6.121415835	3	6.121415835	3	6.121415835	3	6.121415835	3	6.121415835	3	6.121415835	3	6.121415835	3	6.121415835
17975	3	6.139117821	1.2	6.173704672	1.5	7.009391201	1.5	6.32903093	1.5	0	6.178696662	3	6.139117821	3	6.139117821	3	6.139117821	3	6.139117821	3	6.139117821	3	6.139117821	3	6.139117821	3	6.139117821
17976	3	6.157220217	1.2	6.198937967	1.5	7.031762877	1.5	6.3516948	1.5	0	6.201197206	3	6.157220217	3	6.157220217	3	6.157220217	3	6.157220217	3	6.157220217	3	6.157220217	3	6.157220217	3	6.157220217
17977	3	6.175708245	1.2	6.224782311	1.5	7.054533018	1.5	6.374847233	1.5	0	6.224190706	3	6.175708245	3	6.175708245	3	6.175708245	3	6.175708245	3	6.175708245	3	6.175708245	3	6.175708245	3	6.175708245
17978	3	6.194565534	1.2	6.251240562	1.5	7.077685674	1.5	6.398482519	1.5	0	6.24767242	3	6.194565534	3	6.194565534	3	6.194565534	3	6.194565534	3	6.194565534	3	6.194565534	3	6.194565534	3	6.194565534
17979	3	6.213773664	1.2	6.278318757	1.5	7.101208028	1.5	6.422597699	1.5	0	6.271640352	3	6.213773664	3	6.213773664	3	6.213773664	3	6.213773664	3	6.213773664	3	6.213773664	3	6.213773664	3	6.213773664
17980	3	6.233311737	1.2	6.306026667	1.5	7.125091137	1.5	6.44719307	1.5	0	6.296095791	3	6.233311737	3	6.233311737	3	6.233311737	3	6.233311737	3	6.233311737	3	6.233311737	3	6.233311737	3	6.233311737
17981	3	6.253155991	1.2	6.334378285	1.5	7.149330603	1.5	6.472272637	1.5	0	6.321043821	3	6.253155991	3	6.253155991	3	6.253155991	3	6.253155991	3	6.253155991	3	6.253155991	3	6.253155991	3	6.253155991
17982	3	6.273279415	1.2	6.36339209	1.5	7.173926909	1.5	6.497844347	1.5	0	6.346493638	3	6.273279415	3	6.273279415	3	6.273279415	3	6.273279415	3	6.273279415	3	6.273279415	3	6.273279415	3	6.273279415
17983	3	6.29364796	1.2	6.39308159	1.5	7.198873678	1.5	6.523910301	1.5	0	6.372448949	3	6.29364796	3	6.29364796	3	6.29364796	3	6.29364796	3	6.29364796	3	6.29364796	3	6.29364796	3	6.29364796
17984	3	6.314203639	1.2	6.423409846	1.5	7.224101079	1.5	6.550419782	1.5	0	6.398861409	3	6.314203639	3	6.314203639	3	6.314203639	3	6.314203639	3	6.314203639	3	6.314203639	3	6.314203639	3	6.314203639
17985	3	6.334890332	1.2	6.454352732	1.5	7.249554559	1.5	6.577334759	1.5	0	6.425695423	3	6.334890332	3	6.334890332	3	6.334890332	3	6.334890332	3	6.334890332	3	6.334890332	3	6.334890332	3	6.334890332
17986	3	6.355642036	1.2	6.485871977	1.5	7.275161381	1.5	6.604602033	1.5	0	6.452900596	3	6.355642036	3	6.355642036	3	6.355642036	3	6.355642036	3	6.355642036	3	6.355642036	3	6.355642036	3	6.355642036
17987	3	6.376385066	1.2	6.517921603	1.5	7.300838855	1.5	6.632159975	1.5	0	6.480418408	3	6.376385066	3	6.376385066	3	6.376385066	3	6.376385066	3	6.376385066	3	6.376385066	3	6.376385066	3	6.376385066
17988	3	6.397037514	1.2	6.5504471	1.5	7.326493597	1.5	6.659937786	1.5	0	6.508181497	3	6.397037514	3	6.397037514	3	6.397037514	3	6.397037514	3	6.397037514	3	6.397037514	3	6.397037514	3	6.397037514
17989	3	6.417508832	1.2	6.583384549	1.5	7.352020812	1.5	6.687854754	1.5	0	6.536112928	3	6.417508832	3	6.417508832	3	6.417508832	3	6.417508832	3	6.417508832	3	6.417508832	3	6.417508832	3	6.417508832
17990	3	6.437699493	1.2	6.616659696	1.5	7.377303607	1.5	6.715819486	1.5	0	6.56412544	3	6.437699493	3	6.437699493	3	6.437699493	3	6.437699493	3	6.437699493	3	6.437699493	3	6.437699493	3	6.437699493
17991	3	6.457500765	1.2	6.650186979	1.5	7.402212374	1.5	6.743729171	1.5	0	6.59212072	3	6.457500765	3	6.457500765	3	6.457500765	3	6.457500765	3	6.457500765	3	6.457500765	3	6.457500765	3	6.457500765
17992	3	6.476794608	1.2	6.683868527	1.5	7.426604276	1.5	6.771468873	1.5	0	6.619988699	3	6.476794608	3	6.476794608	3	6.476794608	3	6.476794608	3	6.476794608	3	6.476794608	3	6.476794608	3	6.476794608
17993	3	6.495453715	1.2	6.717593154	1.5	7.45032288	1.5	6.798910898	1.5	0	6.647606922	3	6.495453715	3	6.495453715	3	6.495453715	3	6.495453715	3	6.495453715	3	6.495453715	3	6.495453715	3	6.495453715
17994	3	6.513341749	1.2	6.751235367	1.5	7.473197983	1.5	6.825914267	1.5	0	6.674840009	3	6.513341749	3	6.513341749	3	6.513341749	3	6.513341749	3	6.513341749	3	6.513341749	3	6.513341749	3	6.513341749
17995	3	6.530313784	1.2	6.784654431	1.5	7.495045706	1.5	6.85232435	1.5	0	6.701539268	3	6.530313784	3	6.530313784	3	6.530313784	3	6.530313784	3	6.530313784	3	6.530313784	3	6.530313784	3	6.530313784
17996	3	6.546217003	1.2	6.817693477	1.5	7.515668895	1.5	6.877972696	1.5	0	6.727542494	3	6.546217003	3	6.546217003	3	6.546217003	3	6.546217003	3	6.546217003	3	6.546217003	3	6.546217003	3	6.546217003
17997	3	6.560891665	1.2	6.850178602	1.5	7.534857914	1.5	6.90267714	1.5	0	6.752674022	3	6.560891665	3	6.560891665	3	6.560891665	3	6.560891665	3	6.560891665	3	6.560891665	3	6.560891665	3	6.560891665
17998	3	6.574172377	1.2	6.881918401	1.5	7.552391882	1.5	6.92624223	1.5	0	6.776745082	3	6.574172377	3	6.574172377	3	6.574172377	3	6.574172377	3	6.574172377	3	6.574172377	3	6.574172377	3	6.574172377
17999	3	6.585889676	1.2	6.912703991	1.5	7.568040413	1.5	6.948460057	1.5	0	6.799554537	3	6.585889676	3	6.585889676	3	6.585889676	3	6.585889676	3	6.585889676	3	6.585889676	3	6.585889676	3	6.585889676
18000	3	6.595871916	1.2	6.942311289	1.5	7.581565906	1.5	6.969111542	1.5	0	6.820890053	3	6.595871916	3	6.595871916	3	6.595871916	3	6.595871916	3	6.595871916	3	6.595871916	3	6.595871916	3	6.595871916
18001	3	6.603947463	1.2	6.970502308	1.5	7.59272639	1.5	6.98796824	1.5	0	6.840529754	3	6.603947463	3	6.603947463	3	6.603947463	3	6.603947463	3	6.603947463	3	6.603947463	3	6.603947463	3	6.603947463
18002	3	6.609947138	1.2	6.997025161	1.5	7.601278943	1.5	7.004794696	1.5	0	6.858244421	3	6.609947138	3	6.609947138	3	6.609947138	3	6.609947138	3	6.609947138	3	6.609947138	3	6.609947138	3	6.609947138
18003	3	6.613706876	1.2	7.021616076	1.5	7.606983605	1.5	7.019351381	1.5	0	6.87380024	3	6.613706876	3	6.613706876	3	6.613706876	3	6.613706876	3	6.613706876	3	6.613706876	3	6.613706876	3	6.613706876
18004	3	6.615070498	1.2	7.044002196	1.5	7.609607727	1.5	7.031398188	1.5	0	6.8869621	3	6.615070498	3	6.615070498	3	6.615070498	3	6.615070498	3	6.615070498	3	6.615070498	3	6.615070498	3	6.615070498
18005	3	6.613892537	1.2	7.063905127	1.5	7.608930603	1.5	7.040698433	1.5	0	6.897497383	3	6.613892537	3	6.613892537	3	6.613892537	3	6.613892537	3	6.613892537	3	6.613892537	3	6.613892537	3	6.613892537
18006	3	6.479522308	1.2	6.941237483	1.5	7.454617269	1.5	6.90788676	1.5	0	6.768839534	3	6.479522308	3	6.479522308	3	6.479522308	3	6.479522308	3	6.479522308	3	6.479522308	3	6.479522308	3	6.479522308
18007	3	6.473813965	1.2	6.955941491	1.5	7.447877272	1.5	6.911833363	1.5	0	6.774212382	3	6.473813965	3	6.473813965	3	6.473813965	3	6.473813965	3	6.473813965	3	6.473813965	3	6.473813965	3	6.473813965
18008	3	6.465366678	1.2	6.967508211	1.5	7.437466289	1.5	6.91255528	1.5	0	6.776481056	3	6.465366678	3	6.465366678	3	6.465366678	3	6.465366678	3	6.465366678	3	6.465366678	3	6.465366678	3	6.465366678
18009	3	6.454101134	1.2	6.975693399	1.5	7.423256359	1.5	6.909878199	1.5	0	6.775470076	3	6.454101134	3	6.454101134	3	6.454101134	3	6.454101134	3	6.454101134	3	6.454101134	3	6.454101134	3	6.454101134
18010	3	6.43995781	1.2	6.980271919	1.5	7.405149573	1.5	6.903651646	1.5	0	6.771026275	3	6.43995781	3	6.43995781	3	6.43995781	3	6.43995781	3	6.43995781	3	6.43995781	3	6.43995781	3	6.43995781
18011	3	6.422897909	1.2	6.98104322	1.5	7.3830802	1.5	6.893752495	1.5	0	6.763022315	3	6.422897909	3	6.422897909	3	6.422897909	3	6.422897909	3	6.422897909	3	6.422897909	3	6.422897909	3	6.422897909
18012	3	6.402903797	1.2	6.977836403	1.5	7.357015879	1.5	6.880087777	1.5	0	6.751359573	3	6.402903797	3	6.402903797	3	6.402903797	3	6.402903797	3	6.402903797	3	6.402903797	3	6.402903797	3	6.402903797
18013	3	6.379978939	1.2	6.970514586	1.5	7.326958204	1.5	6.862596639	1.5	0	6.735970219	3	6.379978939	3	6.379978939	3	6.379978939	3	6.379978939	3	6.379978939	3	6.379978939	3	6.379978939	3	6.379978939
18014	3	6.354147349	1.2	6.958978312	1.5	7.292950585	1.5	6.841251359	1.5	0	6.716818429	3	6.354147349	3	6.354147349	3	6.354147349	3	6.354147349	3	6.354147349	3	6.354147349	3	6.354147349	3	6.354147349
18015	3	6.32545261	1.2	6.943167813	1.5	7.255077335	1.5	6.816057743	1.5	0	6.693901236	3	6.32545261	3	6.32545261	3	6.32545261	3	6.32545261	3	6.32545261	3	6.32545261	3	6.32545261	3	6.32545261
18016	3	6.293956532	1.2	6.923064006	1.5	7.213452484	1.5	6.787062025	1.5	0	6.667256648	3	6.293956532	3	6.293956532	3	6.293956532	3	6.293956532	3	6.293956532	3	6.293956532	3	6.293956532	3	6.293956532
18017	3	6.259737513	1.2	6.898688197	1.5	7.16821608	1.5	6.754349281	1.5	0	6.636960447	3	6.259737513	3	6.259737513	3	6.259737513	3	6.259737513	3	6.259737513	3	6.259737513	3	6.259737513	3	6.259737513
18018	3	6.222888702	1.2	6.870100573	1.5	7.119530579	1.5	6.718033049	1.5	0	6.603116557	3	6.222888702	3	6.222888702	3	6.222888702	3	6.222888702	3	6.222888702	3	6.222888702	3	6.222888702	3	6.222888702
18019	3	6.183516028	1.2	6.837397616	1.5	7.067577065	1.5	6.678251638	1.5	0	6.565853707	3	6.183516028	3	6.183516028	3	6.183516028	3	6.183516028	3	6.183516028	3	6.183516028	3	6.183516028	3	6.183516028
18020	3	6.141736188	1.2	6.800708653	1.5	7.012551465	1.5	6.635164482	1.5	0	6.525321963	3	6.141736188	3	6.141736188	3	6.141736188	3	6.141736188	3	6.141736188	3	6.141736188	3	6.141736188	3	6.141736188
18021	3	6.097674648	1.2	6.760191782	1.5	6.954660911	1.5	6.588948378	1.5	0	6.481689111	3	6.097674648	3	6.097674648	3	6.097674648	3	6.097674648	3	6.097674648	3	6.097674648	3	6.097674648	3	6.097674648
18022	3	6.051463709	1.2	6.716029413	1.5	6.894120328	1.5	6.539793747	1.5	0	6.43513704	3	6.051463709	3	6.051463709	3	6.051463709	3	6.051463709	3	6.051463709	3	6.051463709	3	6.051463709	3	6.051463709
18023	3	6.00324068	1.2	6.668423667	1.5	6.831149338	1.5	6.487901069	1.5	0	6.385858258	3	6.00324068	3	6.00324068	3	6.00324068	3	6.00324068	3	6.00324068	3	6.00324068	3	6.00324068	3	6.00324068
18024	3	5.953146188	1.2	6.617591837	1.5	6.76596951	1.5	6.433477576	1.5	0	6.334052635	3	5.953146188	3	5.953146188	3	5.953146188	3	5.953146188	3	5.953146188	3	5.953146188	3	5.953146188	3	5.953146188
18025	3	5.901322619	1.2	6.563762063	1.5	6.698801975	1.5	6.376734257	1.5	0	6.279924436	3	5.901322619	3	5.901322619	3	5.901322619	3	5.901322619	3	5.901322619	3	5.901322619	3	5.901322619	3	5.901322619
18026	3	5.847912722	1.2	6.507169359	1.5	6.629865412	1.5	6.317883235	1.5	0	6.223679699	3	5.847912722	3	5.847912722	3	5.847912722	3	5.847912722	3	5.847912722	3	5.847912722	3	5.847912722	3	5.847912722
18027	3	5.793058344	1.2	6.448052051	1.5	6.559374369	1.5	6.257135493	1.5	0	6.165523947	3	5.793058344	3	5.793058344	3	5.793058344	3	5.793058344	3	5.793058344	3	5.793058344	3	5.793058344	3	5.793058344
18028	3	5.736899328	1.2	6.386648683	1.5	6.487537912	1.5	6.194698978	1.5	0	6.10566026	3	5.736899328	3	5.736899328	3	5.736899328	3	5.736899328	3	5.736899328	3	5.736899328	3	5.736899328	3	5.736899328
