time	sDepthWN0	sDFiAdN0	sDepthWN1	sDFiAdN1	sDepthWN2	sDFiAdN2	sDepthWN3	sDFiAdN3	sDepthWN4	sMixDepthWN4	sDFiAdN4	sDepthWN5	sDFiAdN5	sDepthWN6	sDFiAdN6	sDepthWN7	sDFiAdN7	sDepthWN8	sDFiAdN8	sDepthWN9	sDFiAdN9	sDepthWN10	sDFiAdN10	sDepthWN11	sDFiAdN11	sDepthWN110	sDFiAdN110
18185	3	4.55187278	1.2	3.932146141	1.5	4.764953729	1.5	4.230445887	1.5	0	4.119496415	3	4.55187278	3	4.55187278	3	4.55187278	3	4.55187278	3	4.55187278	3	4.55187278	3	4.55187278	3	4.55187278
18186	3	4.603385887	1.2	3.952906851	1.5	4.819206652	1.5	4.277188569	1.5	0	4.164575195	3	4.603385887	3	4.603385887	3	4.603385887	3	4.603385887	3	4.603385887	3	4.603385887	3	4.603385887	3	4.603385887
18187	3	4.653095647	1.2	3.978307276	1.5	4.874169732	1.5	4.324599406	1.5	0	4.210335582	3	4.653095647	3	4.653095647	3	4.653095647	3	4.653095647	3	4.653095647	3	4.653095647	3	4.653095647	3	4.653095647
18188	3	4.700994701	1.2	4.007626108	1.5	4.929335572	1.5	4.372253603	1.5	0	4.256375659	3	4.700994701	3	4.700994701	3	4.700994701	3	4.700994701	3	4.700994701	3	4.700994701	3	4.700994701	3	4.700994701
18189	3	4.747083203	1.2	4.040132397	1.5	4.984282725	1.5	4.41979245	1.5	0	4.302353011	3	4.747083203	3	4.747083203	3	4.747083203	3	4.747083203	3	4.747083203	3	4.747083203	3	4.747083203	3	4.747083203
18190	3	4.791368479	1.2	4.075136501	1.5	5.038660695	1.5	4.466913592	1.5	0	4.347976822	3	4.791368479	3	4.791368479	3	4.791368479	3	4.791368479	3	4.791368479	3	4.791368479	3	4.791368479	3	4.791368479
18191	3	4.833864619	1.2	4.112017171	1.5	5.092178322	1.5	4.513362981	1.5	0	4.393000904	3	4.833864619	3	4.833864619	3	4.833864619	3	4.833864619	3	4.833864619	3	4.833864619	3	4.833864619	3	4.833864619
18192	3	4.874592019	1.2	4.15023082	1.5	5.144595531	1.5	4.558929066	1.5	0	4.437218421	3	4.874592019	3	4.874592019	3	4.874592019	3	4.874592019	3	4.874592019	3	4.874592019	3	4.874592019	3	4.874592019
18193	3	4.913576876	1.2	4.189310935	1.5	5.195715949	1.5	4.603437633	1.5	0	4.480450681	3	4.913576876	3	4.913576876	3	4.913576876	3	4.913576876	3	4.913576876	3	4.913576876	3	4.913576876	3	4.913576876
18194	3	4.950850651	1.2	4.228862341	1.5	5.245256818	1.5	4.646636406	1.5	0	4.522423519	3	4.950850651	3	4.950850651	3	4.950850651	3	4.950850651	3	4.950850651	3	4.950850651	3	4.950850651	3	4.950850651
18195	3	4.986449504	1.2	4.268553178	1.5	5.293132366	1.5	4.688448152	1.5	0	4.563066662	3	4.986449504	3	4.986449504	3	4.986449504	3	4.986449504	3	4.986449504	3	4.986449504	3	4.986449504	3	4.986449504
18196	3	5.020413725	1.2	4.308106282	1.5	5.339358524	1.5	4.728886778	1.5	0	4.602393213	3	5.020413725	3	5.020413725	3	5.020413725	3	5.020413725	3	5.020413725	3	5.020413725	3	5.020413725	3	5.020413725
18197	3	5.052787153	1.2	4.347290973	1.5	5.383955335	1.5	4.767969403	1.5	0	4.640419316	3	5.052787153	3	5.052787153	3	5.052787153	3	5.052787153	3	5.052787153	3	5.052787153	3	5.052787153	3	5.052787153
18198	3	5.083616606	1.2	4.38591601	1.5	5.426946593	1.5	4.805716059	1.5	0	4.677163878	3	5.083616606	3	5.083616606	3	5.083616606	3	5.083616606	3	5.083616606	3	5.083616606	3	5.083616606	3	5.083616606
18199	3	5.112951328	1.2	4.423824282	1.5	5.468359489	1.5	4.842149394	1.5	0	4.71264828	3	5.112951328	3	5.112951328	3	5.112951328	3	5.112951328	3	5.112951328	3	5.112951328	3	5.112951328	3	5.112951328
18200	3	5.140842449	1.2	4.4608871	1.5	5.508224244	1.5	4.877294374	1.5	0	4.746896105	3	5.140842449	3	5.140842449	3	5.140842449	3	5.140842449	3	5.140842449	3	5.140842449	3	5.140842449	3	5.140842449
18201	3	5.167342486	1.2	4.49691402	1.5	5.546573748	1.5	4.911177991	1.5	0	4.779932851	3	5.167342486	3	5.167342486	3	5.167342486	3	5.167342486	3	5.167342486	3	5.167342486	3	5.167342486	3	5.167342486
18202	3	5.192504864	1.2	4.531854302	1.5	5.583443193	1.5	4.94382897	1.5	0	4.811785664	3	5.192504864	3	5.192504864	3	5.192504864	3	5.192504864	3	5.192504864	3	5.192504864	3	5.192504864	3	5.192504864
18203	3	5.216383483	1.2	4.56572501	1.5	5.618869727	1.5	4.975277496	1.5	0	4.842483069	3	5.216383483	3	5.216383483	3	5.216383483	3	5.216383483	3	5.216383483	3	5.216383483	3	5.216383483	3	5.216383483
18204	3	5.239032322	1.2	4.598544633	1.5	5.652892104	1.5	5.005554937	1.5	0	4.872054724	3	5.239032322	3	5.239032322	3	5.239032322	3	5.239032322	3	5.239032322	3	5.239032322	3	5.239032322	3	5.239032322
18205	3	5.260505077	1.2	4.630332899	1.5	5.685550364	1.5	5.034693599	1.5	0	4.900531175	3	5.260505077	3	5.260505077	3	5.260505077	3	5.260505077	3	5.260505077	3	5.260505077	3	5.260505077	3	5.260505077
18206	3	5.280854853	1.2	4.661110595	1.5	5.716885519	1.5	5.06272648	1.5	0	4.927943635	3	5.280854853	3	5.280854853	3	5.280854853	3	5.280854853	3	5.280854853	3	5.280854853	3	5.280854853	3	5.280854853
18207	3	5.300133884	1.2	4.690899403	1.5	5.746939264	1.5	5.089687051	1.5	0	4.954323772	3	5.300133884	3	5.300133884	3	5.300133884	3	5.300133884	3	5.300133884	3	5.300133884	3	5.300133884	3	5.300133884
18208	3	5.318393301	1.2	4.719721733	1.5	5.775753706	1.5	5.115609053	1.5	0	4.979703521	3	5.318393301	3	5.318393301	3	5.318393301	3	5.318393301	3	5.318393301	3	5.318393301	3	5.318393301	3	5.318393301
18209	3	5.33568293	1.2	4.747600576	1.5	5.80337112	1.5	5.14052631	1.5	0	5.004114903	3	5.33568293	3	5.33568293	3	5.33568293	3	5.33568293	3	5.33568293	3	5.33568293	3	5.33568293	3	5.33568293
18210	3	5.352051138	1.2	4.774559366	1.5	5.829833719	1.5	5.164472556	1.5	0	5.027589874	3	5.352051138	3	5.352051138	3	5.352051138	3	5.352051138	3	5.352051138	3	5.352051138	3	5.352051138	3	5.352051138
18211	3	5.367544696	1.2	4.800621851	1.5	5.855183458	1.5	5.187481295	1.5	0	5.050160179	3	5.367544696	3	5.367544696	3	5.367544696	3	5.367544696	3	5.367544696	3	5.367544696	3	5.367544696	3	5.367544696
18212	3	5.382208687	1.2	4.825811973	1.5	5.879461853	1.5	5.209585659	1.5	0	5.071857229	3	5.382208687	3	5.382208687	3	5.382208687	3	5.382208687	3	5.382208687	3	5.382208687	3	5.382208687	3	5.382208687
18213	3	5.396086432	1.2	4.850153764	1.5	5.902709823	1.5	5.230818298	1.5	0	5.092711993	3	5.396086432	3	5.396086432	3	5.396086432	3	5.396086432	3	5.396086432	3	5.396086432	3	5.396086432	3	5.396086432
18214	3	5.409219444	1.2	4.87367125	1.5	5.924967559	1.5	5.251211284	1.5	0	5.112754908	3	5.409219444	3	5.409219444	3	5.409219444	3	5.409219444	3	5.409219444	3	5.409219444	3	5.409219444	3	5.409219444
18215	3	5.421647406	1.2	4.896388365	1.5	5.946274415	1.5	5.270796021	1.5	0	5.132015796	3	5.421647406	3	5.421647406	3	5.421647406	3	5.421647406	3	5.421647406	3	5.421647406	3	5.421647406	3	5.421647406
18216	3	5.433408162	1.2	4.918328873	1.5	5.966668844	1.5	5.289603185	1.5	0	5.150523804	3	5.433408162	3	5.433408162	3	5.433408162	3	5.433408162	3	5.433408162	3	5.433408162	3	5.433408162	3	5.433408162
18217	3	5.444537733	1.2	4.939516305	1.5	5.986188347	1.5	5.30766267	1.5	0	5.168307358	3	5.444537733	3	5.444537733	3	5.444537733	3	5.444537733	3	5.444537733	3	5.444537733	3	5.444537733	3	5.444537733
18218	3	5.455070336	1.2	4.959973903	1.5	6.004869363	1.5	5.325003573	1.5	0	5.185394145	3	5.455070336	3	5.455070336	3	5.455070336	3	5.455070336	3	5.455070336	3	5.455070336	3	5.455070336	3	5.455070336
18219	3	5.465038428	1.2	4.979724565	1.5	6.022747184	1.5	5.341654174	1.5	0	5.201811097	3	5.465038428	3	5.465038428	3	5.465038428	3	5.465038428	3	5.465038428	3	5.465038428	3	5.465038428	3	5.465038428
18220	3	5.474472746	1.2	4.99879081	1.5	6.039855922	1.5	5.357641881	1.5	0	5.217584331	3	5.474472746	3	5.474472746	3	5.474472746	3	5.474472746	3	5.474472746	3	5.474472746	3	5.474472746	3	5.474472746
18221	3	5.483402362	1.2	5.017194741	1.5	6.056228489	1.5	5.372993187	1.5	0	5.232739115	3	5.483402362	3	5.483402362	3	5.483402362	3	5.483402362	3	5.483402362	3	5.483402362	3	5.483402362	3	5.483402362
18222	3	5.491854747	1.2	5.034958017	1.5	6.071896589	1.5	5.387733668	1.5	0	5.247299861	3	5.491854747	3	5.491854747	3	5.491854747	3	5.491854747	3	5.491854747	3	5.491854747	3	5.491854747	3	5.491854747
18223	3	5.499855831	1.2	5.052101833	1.5	6.086890722	1.5	5.401887986	1.5	0	5.261290128	3	5.499855831	3	5.499855831	3	5.499855831	3	5.499855831	3	5.499855831	3	5.499855831	3	5.499855831	3	5.499855831
18224	3	5.507430071	1.2	5.068646908	1.5	6.101240193	1.5	5.415479893	1.5	0	5.274732629	3	5.507430071	3	5.507430071	3	5.507430071	3	5.507430071	3	5.507430071	3	5.507430071	3	5.507430071	3	5.507430071
18225	3	5.514600523	1.2	5.084613474	1.5	6.11497313	1.5	5.428532252	1.5	0	5.287649246	3	5.514600523	3	5.514600523	3	5.514600523	3	5.514600523	3	5.514600523	3	5.514600523	3	5.514600523	3	5.514600523
18226	3	5.52138891	1.2	5.100021296	1.5	6.128116504	1.5	5.441067052	1.5	0	5.30006104	3	5.52138891	3	5.52138891	3	5.52138891	3	5.52138891	3	5.52138891	3	5.52138891	3	5.52138891	3	5.52138891
18227	3	5.527815692	1.2	5.114889657	1.5	6.140696165	1.5	5.453105428	1.5	0	5.311988279	3	5.527815692	3	5.527815692	3	5.527815692	3	5.527815692	3	5.527815692	3	5.527815692	3	5.527815692	3	5.527815692
18228	3	5.533900141	1.2	5.129237338	1.5	6.152736864	1.5	5.464667688	1.5	0	5.323450455	3	5.533900141	3	5.533900141	3	5.533900141	3	5.533900141	3	5.533900141	3	5.533900141	3	5.533900141	3	5.533900141
18229	3	5.539660403	1.2	5.143082604	1.5	6.164262295	1.5	5.475773339	1.5	0	5.33446631	3	5.539660403	3	5.539660403	3	5.539660403	3	5.539660403	3	5.539660403	3	5.539660403	3	5.539660403	3	5.539660403
18230	3	5.54511357	1.2	5.156443217	1.5	6.175295131	1.5	5.486441114	1.5	0	5.34505386	3	5.54511357	3	5.54511357	3	5.54511357	3	5.54511357	3	5.54511357	3	5.54511357	3	5.54511357	3	5.54511357
18231	3	5.550275746	1.2	5.169336436	1.5	6.185857063	1.5	5.496689003	1.5	0	5.355230425	3	5.550275746	3	5.550275746	3	5.550275746	3	5.550275746	3	5.550275746	3	5.550275746	3	5.550275746	3	5.550275746
18232	3	5.555162106	1.2	5.181779031	1.5	6.195968839	1.5	5.506534282	1.5	0	5.365012655	3	5.555162106	3	5.555162106	3	5.555162106	3	5.555162106	3	5.555162106	3	5.555162106	3	5.555162106	3	5.555162106
18233	3	5.559786961	1.2	5.193787292	1.5	6.205650306	1.5	5.515993543	1.5	0	5.374416557	3	5.559786961	3	5.559786961	3	5.559786961	3	5.559786961	3	5.559786961	3	5.559786961	3	5.559786961	3	5.559786961
18234	3	5.564163815	1.2	5.20537704	1.5	6.214920453	1.5	5.525082724	1.5	0	5.383457526	3	5.564163815	3	5.564163815	3	5.564163815	3	5.564163815	3	5.564163815	3	5.564163815	3	5.564163815	3	5.564163815
18235	3	5.568305418	1.2	5.216563639	1.5	6.223797448	1.5	5.533817143	1.5	0	5.392150369	3	5.568305418	3	5.568305418	3	5.568305418	3	5.568305418	3	5.568305418	3	5.568305418	3	5.568305418	3	5.568305418
18236	3	5.572223823	1.2	5.227362013	1.5	6.232298682	1.5	5.542211523	1.5	0	5.400509336	3	5.572223823	3	5.572223823	3	5.572223823	3	5.572223823	3	5.572223823	3	5.572223823	3	5.572223823	3	5.572223823
18237	3	5.575930431	1.2	5.237786655	1.5	6.240440806	1.5	5.550280024	1.5	0	5.408548145	3	5.575930431	3	5.575930431	3	5.575930431	3	5.575930431	3	5.575930431	3	5.575930431	3	5.575930431	3	5.575930431
18238	3	5.579436043	1.2	5.247851643	1.5	6.248239774	1.5	5.55803627	1.5	0	5.41628001	3	5.579436043	3	5.579436043	3	5.579436043	3	5.579436043	3	5.579436043	3	5.579436043	3	5.579436043	3	5.579436043
18239	3	5.5827509	1.2	5.257570651	1.5	6.255710875	1.5	5.565493381	1.5	0	5.423717666	3	5.5827509	3	5.5827509	3	5.5827509	3	5.5827509	3	5.5827509	3	5.5827509	3	5.5827509	3	5.5827509
18240	3	5.585884728	1.2	5.26695697	1.5	6.262868773	1.5	5.572663992	1.5	0	5.430873395	3	5.585884728	3	5.585884728	3	5.585884728	3	5.585884728	3	5.585884728	3	5.585884728	3	5.585884728	3	5.585884728
18241	3	5.588846775	1.2	5.276023516	1.5	6.269727543	1.5	5.579560288	1.5	0	5.437759045	3	5.588846775	3	5.588846775	3	5.588846775	3	5.588846775	3	5.588846775	3	5.588846775	3	5.588846775	3	5.588846775
18242	3	5.591645849	1.2	5.284782844	1.5	6.276300702	1.5	5.586194021	1.5	0	5.444386063	3	5.591645849	3	5.591645849	3	5.591645849	3	5.591645849	3	5.591645849	3	5.591645849	3	5.591645849	3	5.591645849
18243	3	5.594290352	1.2	5.293247166	1.5	6.282601245	1.5	5.59257654	1.5	0	5.450765507	3	5.594290352	3	5.594290352	3	5.594290352	3	5.594290352	3	5.594290352	3	5.594290352	3	5.594290352	3	5.594290352
18244	3	5.596788313	1.2	5.301428363	1.5	6.28864167	1.5	5.59871881	1.5	0	5.456908073	3	5.596788313	3	5.596788313	3	5.596788313	3	5.596788313	3	5.596788313	3	5.596788313	3	5.596788313	3	5.596788313
18245	3	5.599147413	1.2	5.309337995	1.5	6.294434015	1.5	5.604631435	1.5	0	5.462824116	3	5.599147413	3	5.599147413	3	5.599147413	3	5.599147413	3	5.599147413	3	5.599147413	3	5.599147413	3	5.599147413
18246	3	5.60137502	1.2	5.31698732	1.5	6.29998988	1.5	5.610324679	1.5	0	5.468523664	3	5.60137502	3	5.60137502	3	5.60137502	3	5.60137502	3	5.60137502	3	5.60137502	3	5.60137502	3	5.60137502
18247	3	5.603478211	1.2	5.324387303	1.5	6.305320459	1.5	5.615808488	1.5	0	5.474016443	3	5.603478211	3	5.603478211	3	5.603478211	3	5.603478211	3	5.603478211	3	5.603478211	3	5.603478211	3	5.603478211
18248	3	5.605463795	1.2	5.331548629	1.5	6.31043656	1.5	5.621092504	1.5	0	5.479311891	3	5.605463795	3	5.605463795	3	5.605463795	3	5.605463795	3	5.605463795	3	5.605463795	3	5.605463795	3	5.605463795
18249	3	5.607338341	1.2	5.33848172	1.5	6.315348634	1.5	5.626186089	1.5	0	5.484419177	3	5.607338341	3	5.607338341	3	5.607338341	3	5.607338341	3	5.607338341	3	5.607338341	3	5.607338341	3	5.607338341
18250	3	5.688178193	1.2	5.378054307	1.5	6.352151081	1.5	5.657851935	1.5	0	5.510506809	3	5.688178193	3	5.688178193	3	5.688178193	3	5.688178193	3	5.688178193	3	5.688178193	3	5.688178193	3	5.688178193
