ExcelSheet,Excelname,Unit
derivatives,_sTime_,_d_
derivatives,_DaysInYear_,_d_
derivatives,_aInclStrat_,0
derivatives,_uDepthMix_,_m_
derivatives,_uDepthWEpi_,_m_
derivatives,_uDepthWHyp_,_m_
derivatives,_MassHyp_,_m_
derivatives,_MassEpi_,_m_
derivatives,_MassWM_,_m_
derivatives,_uDepthW_,_m_
derivatives,_oNH4WHyp_,_gN_*_m_^-3
derivatives,_oNO3WHyp_,_gN_*_m_^-3
derivatives,_oPO4WHyp_,_gP_*_m_^-3
derivatives,_oPAIMWHyp_,_gP_*_m_^-3
derivatives,_oSiO2WHyp_,_gSi_*_m_^-3
derivatives,_oO2WHyp_,_gO2_*_m_^-3
derivatives,_oDDetWHyp_,_gDW_*_m_^-3
derivatives,_oNDetWHyp_,_gN_*_m_^-3
derivatives,_oPDetWHyp_,_gP_*_m_^-3
derivatives,_oSiDetWHyp_,_gSi_*_m_^-3
derivatives,_oDIMWHyp_,_gDW_*_m_^-3
derivatives,_oDDiatWHyp_,_gDW_*_m_^-3
derivatives,_oNDiatWHyp_,_gN_*_m_^-3
derivatives,_oPDiatWHyp_,_gP_*_m_^-3
derivatives,_oDGrenWHyp_,_gDW_*_m_^-3
derivatives,_oNGrenWHyp_,_gN_*_m_^-3
derivatives,_oPGrenWHyp_,_gP_*_m_^-3
derivatives,_oDBlueWHyp_,_gDW_*_m_^-3
derivatives,_oNBlueWHyp_,_gN_*_m_^-3
derivatives,_oPBlueWHyp_,_gP_*_m_^-3
derivatives,_oDZooHyp_,_gDW_*_m_^-3
derivatives,_oNZooHyp_,_gN_*_m_^-3
derivatives,_oPZooHyp_,_gP_*_m_^-3
derivatives,_aDFiAd_,_gDW_*_m_^-2
derivatives,_aDFiJv_,_gDW_*_m_^-2
derivatives,_aNFiAd_,_gN_*_m_^-2
derivatives,_aNFiJv_,_gN_*_m_^-2
derivatives,_aPFiAd_,_gP_*_m_^-2
derivatives,_aPFiJv_,_gP_*_m_^-2
derivatives,_aDPisc_,_gDW_*_m_^-2
derivatives,_aNH4S_,_gN_*_m_^-2
derivatives,_aNO3S_,_gN_*_m_^-2
derivatives,_aPO4S_,_gP_*_m_^-2
derivatives,_aPAIMS_,_gP_*_m_^-2
derivatives,_aDDetS_,_gDW_*_m_^-2
derivatives,_aNDetS_,_gN_*_m_^-2
derivatives,_aPDetS_,_gP_*_m_^-2
derivatives,_aSiDetS_,_gSi_*_m_^-2
derivatives,_aDHumS_,_gDW_*_m_^-2
derivatives,_aNHumS_,_gN_*_m_^-2
derivatives,_aPHumS_,_gP_*_m_^-2
derivatives,_aDIMS_,_gDW_*_m_^-2
derivatives,_aDDiatS_,_gDW_*_m_^-2
derivatives,_aNDiatS_,_gN_*_m_^-2
derivatives,_aPDiatS_,_gP_*_m_^-2
derivatives,_aDGrenS_,_gDW_*_m_^-2
derivatives,_aNGrenS_,_gN_*_m_^-2
derivatives,_aPGrenS_,_gP_*_m_^-2
derivatives,_aDBlueS_,_gDW_*_m_^-2
derivatives,_aNBlueS_,_gN_*_m_^-2
derivatives,_aPBlueS_,_gP_*_m_^-2
derivatives,_aDVeg_,_gDW_*_m_^-2
derivatives,_aNVeg_,_gN_*_m_^-2
derivatives,_aPVeg_,_gP_*_m_^-2
derivatives,_aVegHeight_,_m_
derivatives,_aDBent_,_gDW_*_m_^-2
derivatives,_aNBent_,_gN_*_m_^-2
derivatives,_aPBent_,_gP_*_m_^-2
derivatives,_uDepthWM_,_m_
derivatives,_oNH4WM_,_gN_*_m_^-3
derivatives,_oNO3WM_,_gN_*_m_^-3
derivatives,_oPO4WM_,_gP_*_m_^-3
derivatives,_oPAIMWM_,_gP_*_m_^-3
derivatives,_oSiO2WM_,_gSi_*_m_^-3
derivatives,_oO2WM_,_gO2_*_m_^-3
derivatives,_oDDetWM_,_gDW_*_m_^-3
derivatives,_oNDetWM_,_gN_*_m_^-3
derivatives,_oPDetWM_,_gP_*_m_^-3
derivatives,_oSiDetWM_,_gSi_*_m_^-3
derivatives,_oDIMWM_,_gDW_*_m_^-3
derivatives,_oDDiatWM_,_gDW_*_m_^-3
derivatives,_oNDiatWM_,_gN_*_m_^-3
derivatives,_oPDiatWM_,_gP_*_m_^-3
derivatives,_oDGrenWM_,_gDW_*_m_^-3
derivatives,_oNGrenWM_,_gN_*_m_^-3
derivatives,_oPGrenWM_,_gP_*_m_^-3
derivatives,_oDBlueWM_,_gDW_*_m_^-3
derivatives,_oNBlueWM_,_gN_*_m_^-3
derivatives,_oPBlueWM_,_gP_*_m_^-3
derivatives,_oDZooM_,_gDW_*_m_^-3
derivatives,_oNZooM_,_gN_*_m_^-3
derivatives,_oPZooM_,_gP_*_m_^-3
derivatives,_aNH4SM_,_gN_*_m_^-2
derivatives,_aNO3SM_,_gN_*_m_^-2
derivatives,_aPO4SM_,_gP_*_m_^-2
derivatives,_aPAIMSM_,_gP_*_m_^-2
derivatives,_aDDetSM_,_gDW_*_m_^-2
derivatives,_aNDetSM_,_gN_*_m_^-2
derivatives,_aPDetSM_,_gP_*_m_^-2
derivatives,_aSiDetSM_,_gSi_*_m_^-2
derivatives,_aDHumSM_,_gDW_*_m_^-2
derivatives,_aNHumSM_,_gN_*_m_^-2
derivatives,_aPHumSM_,_gP_*_m_^-2
derivatives,_aDIMSM_,_gDW_*_m_^-2
derivatives,_aDRootPhra_,_gDW_*_m_^-2
derivatives,_aDShootPhra_,_gDW_*_m_^-2
derivatives,_aNRootPhra_,_gN_*_m_^-2
derivatives,_aNShootPhra_,_gN_*_m_^-2
derivatives,_aPRootPhra_,_gP_*_m_^-2
derivatives,_aPShootPhra_,_gP_*_m_^-2
derivatives,_oNH4WEpi_,_gN_*_m_^-3
derivatives,_oNO3WEpi_,_gN_*_m_^-3
derivatives,_oPO4WEpi_,_gP_*_m_^-3
derivatives,_oPAIMWEpi_,_gP_*_m_^-3
derivatives,_oSiO2WEpi_,_gSi_*_m_^-3
derivatives,_oO2WEpi_,_gO2_*_m_^-3
derivatives,_oDDetWEpi_,_gDW_*_m_^-3
derivatives,_oNDetWEpi_,_gN_*_m_^-3
derivatives,_oPDetWEpi_,_gP_*_m_^-3
derivatives,_oSiDetWEpi_,_gSi_*_m_^-3
derivatives,_oDIMWEpi_,_gDW_*_m_^-3
derivatives,_oDDiatWEpi_,_gDW_*_m_^-3
derivatives,_oNDiatWEpi_,_gN_*_m_^-3
derivatives,_oPDiatWEpi_,_gP_*_m_^-3
derivatives,_oDGrenWEpi_,_gDW_*_m_^-3
derivatives,_oNGrenWEpi_,_gN_*_m_^-3
derivatives,_oPGrenWEpi_,_gP_*_m_^-3
derivatives,_oDBlueWEpi_,_gDW_*_m_^-3
derivatives,_oNBlueWEpi_,_gN_*_m_^-3
derivatives,_oPBlueWEpi_,_gP_*_m_^-3
derivatives,_oDZooEpi_,_gDW_*_m_^-3
derivatives,_oNZooEpi_,_gN_*_m_^-3
derivatives,_oPZooEpi_,_gP_*_m_^-3
derivatives,_aDExtTotT_,_gDW_*_m_^-2
derivatives,_aNExtTotT_,_gN_*_m_^-2
derivatives,_aPExtTotT_,_gP_*_m_^-2
derivatives,_aSiExtTotT_,_gSi_*_m_^-2
derivatives,_aO2ExtTotT_,_gO2_*m_^-2
derivatives,_TimeYears_,_y_
derivatives,_Day_,_d_
derivatives,_Years_,_y_
derivatives,_aVegEHeight_,_m_
derivatives,_uVegHeight_,_m_
derivatives,_uVegHeightHyp_,_m_
derivatives,_uVegHeightEpi_,_m_
derivatives,_aDepth2VegHyp_,_m_
derivatives,_aDepth1VegHyp_,_m_
derivatives,_aDepth2VegEpi_,_m_
derivatives,_aDepth1VegEpi_,_m_
derivatives,_uVegHeightLight_,_m_
derivatives,_uVegHeightLightSum_,_m_
derivatives,_uVegHeightLightEpi_,_m_
derivatives,_uVegHeightLightHyp_,_m_
derivatives,_uDVegHyp_,_gDW_*_m_^-2
derivatives,_uDVegEpi_,_gDW_*_m_^-2
derivatives,_uVegShade_,0
derivatives,_aExtPhytHyp_,_m_^-1
derivatives,_aExtDetHyp_,_m_^-1
derivatives,_aExtIMHyp_,_m_^-1
derivatives,_aExtCoefOpenHyp_,_m_^-1
derivatives,_aExtPhytEpi_,_m_^-1
derivatives,_aExtDetEpi_,_m_^-1
derivatives,_aExtIMEpi_,_m_^-1
derivatives,_aExtCoefOpenEpi_,_m_^-1
derivatives,_aTmEpi_,_oC_
derivatives,_aTmHyp_,_oC_
derivatives,_uTmEpi_,_oC_
derivatives,_uTmHyp_,_oC_
derivatives,_uTmBot_,_oC_
derivatives,_uLAT_,_rad_
derivatives,_uSolDecAng_,_rad_
derivatives,_uSunRise_,_h_
derivatives,_uSunSet_,_h_
derivatives,_uSunHours_,_h_
derivatives,_uSunPath_,_h_
derivatives,_uTrans_,0
derivatives,_ufDay_,_h_*_h_^-1
derivatives,_uLDay_,_J_*_m_^-2*_d_^-1
derivatives,_uLOut_,_J_*_m_^-2*_s_^-1
derivatives,_uLPARSurf_,_J_*_m_^-2*_s_^-1
derivatives,_aLPARBotEpiOpen_,_J_*_s_^-1*_m_^-2
derivatives,_aLPARBotHypOpen_,_J_*_s_^-1*_m_^-2
derivatives,_aLPAR1VegEpi_,_J_*_s_^-1*_m_^-2
derivatives,_aLPAR1VegHyp_,_J_*_s_^-1*_m_^-2
derivatives,_aLPARVegLight_,_J_*_s_^-1*_m_^-2
derivatives,_uTmVegAve_,_oC_
derivatives,_uFunTmVeg_,0
derivatives,_uFunTmProdVeg_,0
derivatives,_uhLVeg_,_J_*_s_^-1*_m_^-2
derivatives,_aLPIVeg_,_J_*_s_^-1*_m_^-2
derivatives,_aSpring_,_d_
derivatives,_aTimeWinVeg_,_d_
derivatives,_aTimeInitVeg_,_d_
derivatives,_aTimeWinVegCor_,_d_
derivatives,_aDayInitVeg_,_d_
derivatives,_aTimeInitVegCor_,_d_
derivatives,_aVegSum_,0
derivatives,_aVegWin_,0
derivatives,_aDaysVegSum_,_d_
derivatives,_aDaysVegWin_,_d_
derivatives,_bfRootVeg_,_gDW_*_gDW_^-1
derivatives,_bfShootVeg_,0
derivatives,_aDShootVeg_,_gDW_*_m_^-2
derivatives,_aDEmergVeg_,_gDW_*_m_^-2
derivatives,_aDFloatVeg_,_gDW_*_m_^-2
derivatives,_bfSubVeg_,0
derivatives,_aDSubVeg_,_gDW_*_m_^-2
derivatives,_aExtVegHyp_,_m_^-1
derivatives,_aExtCoefHyp_,_m_^-1
derivatives,_aExtVegEpi_,_m_^-1
derivatives,_aExtCoefEpi_,_m_^-1
derivatives,_aLPARBotEpi_,_J_*_s_^-1*_m_^-2
derivatives,_uLPARSurfHyp_,_J_*_s_^-1*_m_^-2
derivatives,_aLPAR2VegEpi_,_J_*_s_^-1*_m_^-2
derivatives,_aLPAR2VegHyp_,_J_*_s_^-1*_m_^-2
derivatives,_uVWind_,_m_*_s_^-1
derivatives,_aStrat_,0
derivatives,_uQInSeason_,_mm_*_d_^-1
derivatives,_uQEvSinus_,_mm_*_d_^-1
derivatives,_aQEv_,_mm_*_d_^-1
derivatives,_uQEv_,_mm_*_d_^-1
derivatives,_uQInExtra_,_mm_*_d_^-1
derivatives,_uQIn_,_mm_*_d_^-1
derivatives,_uQOutExtra_,_mm_*_d_^-1
derivatives,_uQOutEpi_,_mm_*_d_^-1
derivatives,_uQOutHyp_,_mm_*_d_^-1
derivatives,_uQDilEpi_,_mm_*_d_^-1
derivatives,_uQDilHyp_,_mm_*_d_^-1
derivatives,_ukDilEpi_,_d_^-1
derivatives,_ukDilHyp_,_d_^-1
derivatives,_ukDilWatEpi_,_d_^-1
derivatives,_ukDilWatHyp_,_d_^-1
derivatives,_ukOutEpi_,_d_^-1
derivatives,_ukOutHyp_,_d_^-1
derivatives,_uTauWatEpi_,_d_
derivatives,_uTauWatHyp_,_d_
derivatives,_uTauWat_,_d_
derivatives,_uTauSubstHyp_,_d_
derivatives,_uFiJvMortHyp_,0
derivatives,_uFiJvEgesHyp_,0
derivatives,_uFiJvExcrHyp_,0
derivatives,_uFiAdMortHyp_,0
derivatives,_uFiAdEgesHyp_,0
derivatives,_uFiAdExcrHyp_,0
derivatives,_uPiscMortHyp_,0
derivatives,_uPiscEgesHyp_,0
derivatives,_uPiscExcrHyp_,0
derivatives,_vTranDepthW_,_m_*_d_^-1
derivatives,_vTranHypEpiW_,_m_*_d_^-1
derivatives,_vDeltaWHyp_,_m_*_d_^-1
derivatives,_vDeltaWEpi_,_m_*_d_^-1
derivatives,_afVolHypEpi_,_m_^3*_m_^-3
derivatives,_wDAdvIMW_,_gDW_*_m_^-2*_d_^-1
derivatives,_wPAdvPO4W_,_gP_*_m_^-2*_d_^-1
derivatives,_wPAdvAIMW_,_gP_*_m_^-2*_d_^-1
derivatives,_wNAdvNH4W_,_gN_*_m_^-2*_d_^-1
derivatives,_wNAdvNO3W_,_gN_*_m_^-2*_d_^-1
derivatives,_wSiAdvSiO2W_,_gSi_*_m_^-2*_d_^-1
derivatives,_wO2AdvW_,_gO2_*_m_^-2*_d_^-1
derivatives,_wDAdvDetW_,_gDW_*_m_^-2*_d_^-1
derivatives,_wPAdvDetW_,_gP_*_m_^-2*_d_^-1
derivatives,_wNAdvDetW_,_gN_*_m_^-2*_d_^-1
derivatives,_wSiAdvDetW_,_gSi_*_m_^-2*_d_^-1
derivatives,_wDAdvDiatW_,_gDW_*_m_^-2*_d_^-1
derivatives,_wPAdvDiatW_,_gP_*_m_^-2*_d_^-1
derivatives,_wNAdvDiatW_,_gN_*_m_^-2*_d_^-1
derivatives,_wSiAdvDiatW_,_gSi_*_m_^-2*_d_^-1
derivatives,_wDAdvGrenW_,_gDW_*_m_^-2*_d_^-1
derivatives,_wPAdvGrenW_,_gP_*_m_^-2*_d_^-1
derivatives,_wNAdvGrenW_,_gN_*_m_^-2*_d_^-1
derivatives,_wDAdvBlueW_,_gDW_*_m_^-2*_d_^-1
derivatives,_wPAdvBlueW_,_gP_*_m_^-2*_d_^-1
derivatives,_wNAdvBlueW_,_gN_*_m_^-2*_d_^-1
derivatives,_wDAdvZooW_,_gDW_*_m_^-2*_d_^-1
derivatives,_wPAdvZooW_,_gP_*_m_^-2*_d_^-1
derivatives,_wNAdvZooW_,_gN_*_m_^-2*_d_^-1
derivatives,_wDAdvIMWM_,_gN_*_m_^-2*_d_^-1
derivatives,_wPAdvPO4WM_,_gP_*_m_^-2*_d_^-1
derivatives,_wPAdvAIMWM_,_gP_*_m_^-2*_d_^-1
derivatives,_wNAdvNH4WM_,_gN_*_m_^-2*_d_^-1
derivatives,_wNAdvNO3WM_,_gN_*_m_^-2*_d_^-1
derivatives,_wSiAdvSiO2WM_,_gSi_*_m_^-2*_d_^-1
derivatives,_wO2AdvWM_,_gO2_*_m_^-2*_d_^-1
derivatives,_wDAdvDetWM_,_gDW_*_m_^-2*_d_^-1
derivatives,_wPAdvDetWM_,_gP_*_m_^-2*_d_^-1
derivatives,_wNAdvDetWM_,_gN_*_m_^-2*_d_^-1
derivatives,_wSiAdvDetWM_,_gSi_*_m_^-2*_d_^-1
derivatives,_wDAdvDiatWM_,_gDW_*_m_^-2*_d_^-1
derivatives,_wPAdvDiatWM_,_gP_*_m_^-2*_d_^-1
derivatives,_wNAdvDiatWM_,_gN_*_m_^-2*_d_^-1
derivatives,_wDAdvGrenWM_,_gDW_*_m_^-2*_d_^-1
derivatives,_wPAdvGrenWM_,_gP_*_m_^-2*_d_^-1
derivatives,_wNAdvGrenWM_,_gN_*_m_^-2*_d_^-1
derivatives,_wDAdvBlueWM_,_gDW_*_m_^-2*_d_^-1
derivatives,_wPAdvBlueWM_,_gP_*_m_^-2*_d_^-1
derivatives,_wNAdvBlueWM_,_gN_*_m_^-2*_d_^-1
derivatives,_wDAdvZooWM_,_gDW_*_m_^-2*_d_^-1
derivatives,_wPAdvZooWM_,_gP_*_m_^-2*_d_^-1
derivatives,_wNAdvZooWM_,_gN_*_m_^-2*_d_^-1
derivatives,_uExchMaxW_,_gN_*_m_^-2*_d_^-1
derivatives,_akExchWHyp_,_d_^-1
derivatives,_akExchWEpi_,_m_^3*_m_^-3*_d_^-1
derivatives,_wDExchIMWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPExchPO4WHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPExchAIMWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wNExchNH4WHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNExchNO3WHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wSiExchSiO2WHyp_,_gSi_*_m_^-3*_d_^-1
derivatives,_wO2ExchWHyp_,_gO2_*_m_^-3*_d_^-1
derivatives,_wDExchDetWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPExchDetWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wNExchDetWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wSiExchDetWHyp_,_gSi_*_m_^-3*_d_^-1
derivatives,_wDExchDiatWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPExchDiatWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wNExchDiatWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wSiExchDiatWHyp_,_gSi_*_m_^-3*_d_^-1
derivatives,_wDExchGrenWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPExchGrenWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wNExchGrenWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wDExchBlueWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPExchBlueWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wNExchBlueWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wDExchZooWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPExchZooWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wNExchZooWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wDExchIMWEpi_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPExchPO4WEpi_,_gP_*_m_^-3*_d_^-1
derivatives,_wPExchAIMWEpi_,_gP_*_m_^-3*_d_^-1
derivatives,_wNExchNH4WEpi_,_gN_*_m_^-3*_d_^-1
derivatives,_wNExchNO3WEpi_,_gN_*_m_^-3*_d_^-1
derivatives,_wSiExchSiO2WEpi_,_gSi_*_m_^-3*_d_^-1
derivatives,_wO2ExchWEpi_,_gO2_*_m_^-3*_d_^-1
derivatives,_wDExchDetWEpi_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPExchDetWEpi_,_gP_*_m_^-3*_d_^-1
derivatives,_wNExchDetWEpi_,_gN_*_m_^-3*_d_^-1
derivatives,_wSiExchDetWEpi_,_gSi_*_m_^-3*_d_^-1
derivatives,_wDExchDiatWEpi_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPExchDiatWEpi_,_gP_*_m_^-3*_d_^-1
derivatives,_wNExchDiatWEpi_,_gN_*_m_^-3*_d_^-1
derivatives,_wSiExchDiatWEpi_,_gSi_*_m_^-3*_d_^-1
derivatives,_wDExchGrenWEpi_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPExchGrenWEpi_,_gP_*_m_^-3*_d_^-1
derivatives,_wNExchGrenWEpi_,_gN_*_m_^-3*_d_^-1
derivatives,_wDExchBlueWEpi_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPExchBlueWEpi_,_gP_*_m_^-3*_d_^-1
derivatives,_wNExchBlueWEpi_,_gN_*_m_^-3*_d_^-1
derivatives,_wDExchZooWEpi_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPExchZooWEpi_,_gP_*_m_^-3*_d_^-1
derivatives,_wNExchZooWEpi_,_gN_*_m_^-3*_d_^-1
derivatives,_akExchMHyp_,_m_^3*_m_^-3*_d_^-1
derivatives,_akExchLHyp_,_m_^3*_m_^-3*_d_^-1
derivatives,_oDPhytWHyp_,_gDW_*_m_^-3
derivatives,_oPPhytWHyp_,_gP_*_m_^-3
derivatives,_oNPhytWHyp_,_gN_*_m_^-3
derivatives,_aDPhytS_,_gDW_*_m_^-2
derivatives,_aPPhytS_,_gP_*_m_^-2
derivatives,_aNPhytS_,_gN_*_m_^-2
derivatives,_oDPhytWEpi_,_gDW_*_m_^-3
derivatives,_oDOMWEpi_,_gDW_*_m_^-3
derivatives,_oDOMWHyp_,_gDW_*_m_^-3
derivatives,_oTDOMW_,_gDW_*_m_^-3
derivatives,_oDSestWHyp_,_gDW_*_m_^-3
derivatives,_oPOMWHyp_,_gP_*_m_^-3
derivatives,_oPSestWHyp_,_gP_*_m_^-3
derivatives,_oPInorgWHyp_,_gP_*_m_^-3
derivatives,_oPTotWHyp_,_gP_*_m_^-3
derivatives,_oNDissWEpi_,_gN_*_m_^-3
derivatives,_oNDissWHyp_,_gN_*_m_^-3
derivatives,_oNOMWHyp_,_gN_*_m_^-3
derivatives,_oNSestWHyp_,_gN_*_m_^-3
derivatives,_oNkjWHyp_,_gN_*_m_^-3
derivatives,_oNTotWHyp_,_gN_*_m_^-3
derivatives,_bPorS_,_m_^3*_m_^-3
derivatives,_bPorCorS_,0
derivatives,_aDTotS_,_gDW_*_m_^-2
derivatives,_aRhoTotS_,_gDW_*_m_^-3
derivatives,_aRhoSolidS_,_gDW_*_m_^-3
derivatives,_afDTotS_,_gDW_*_gDW_^-1
derivatives,_afDOrgS_,0
derivatives,_afDetS_,0
derivatives,_afDetTotS_,0
derivatives,_aPInorgS_,_gP_*_m_^-2
derivatives,_aPTotAvailS_,_gP_*_m_^-2
derivatives,_aPTotS_,_gP_*_m_^-2
derivatives,_afPInorgS_,_gP_*_gDW_^-1
derivatives,_afPTotS_,_gP_*_gDW_^-1
derivatives,_afPO4S_,0
derivatives,_oPO4S_,_gP_*_m_^-3
derivatives,_aNDissS_,_gN_*_m_^-2
derivatives,_aNkjAvailS_,_gN_*_m_^-2
derivatives,_aNkjS_,_gN_*_m_^-2
derivatives,_aNTotAvailS_,_gN_*_m_^-2
derivatives,_aNTotS_,_gN_*_m_^-2
derivatives,_afNInorgS_,_gN_*_gDW_^-1
derivatives,_afNTotS_,_gN_*_gDW_^-1
derivatives,_oNO3S_,_gN_*_m_^-3
derivatives,_oNH4S_,_gN_*_m_^-3
derivatives,_oNDissS_,_gN_*_m_^-3
derivatives,_rPDIMWHyp_,_gP_*_gDW_^-1
derivatives,_rPDIMS_,_gP_*_gDW_^-1
derivatives,_rPDDetWHyp_,_gP_*_gDW_^-1
derivatives,_rNDDetWHyp_,_gN_*_gDW_^-1
derivatives,_rSiDDetWHyp_,_gSi_*_gDW_^-1
derivatives,_rPDHumS_,_gP_*_gDW_^-1
derivatives,_rNDHumS_,_gN_*_gDW_^-1
derivatives,_rPDDetS_,_gP_*_gDW_^-1
derivatives,_rNDDetS_,_gN_*_gDW_^-1
derivatives,_rSiDDetS_,_gSi_*_gDW_^-1
derivatives,_oDPhytWM_,_gDW_*_m_^-3
derivatives,_oPPhytWM_,_gP_*_m_^-3
derivatives,_oNPhytWM_,_gN_*_m_^-3
derivatives,_oSiDiatWM_,_gSi_*_m_^-3
derivatives,_oDOMWM_,_gDW_*_m_^-3
derivatives,_oDSestWM_,_gDW_*_m_^-3
derivatives,_oPOMWM_,_gP_*_m_^-3
derivatives,_oPSestWM_,_gP_*_m_^-3
derivatives,_oPInorgWM_,_gP_*_m_^-3
derivatives,_oPTotWM_,_gP_*_m_^-3
derivatives,_oNDissWM_,_gN_*_m_^-3
derivatives,_oNOMWM_,_gN_*_m_^-3
derivatives,_oNSestWM_,_gN_*_m_^-3
derivatives,_oNkjWM_,_gN_*_m_^-3
derivatives,_oNTotWM_,_gN_*_m_^-3
derivatives,_bPorSM_,_m_^3*_m_^-3
derivatives,_bPorCorSM_,0
derivatives,_aDTotSM_,_gDW_*_m_^-2
derivatives,_aRhoTotSM_,_gDW_*_m_^-3
derivatives,_aRhoSolidSM_,_gDW_*_m_^-3
derivatives,_afDTotSM_,_gDW_*_gDW_^-1
derivatives,_afDOrgSM_,0
derivatives,_afDetSM_,0
derivatives,_afDetTotSM_,0
derivatives,_aPInorgSM_,_gP_*_m_^-2
derivatives,_aPTotAvailSM_,_gP_*_m_^-2
derivatives,_aPTotSM_,_gP_*_m_^-2
derivatives,_afPInorgSM_,_gP_*_gDW_^-1
derivatives,_afPTotSM_,_gP_*_gDW_^-1
derivatives,_afPO4SM_,0
derivatives,_oPO4SM_,_gP_*_m_^-3
derivatives,_aNDissSM_,_gN_*_m_^-2
derivatives,_aNkjAvailSM_,_gN_*_m_^-2
derivatives,_aNkjSM_,_gN_*_m_^-2
derivatives,_aNTotAvailSM_,_gN_*_m_^-2
derivatives,_aNTotSM_,_gN_*_m_^-2
derivatives,_afNInorgSM_,_gN_*_gDW_^-1
derivatives,_afNTotSM_,_gN_*_gDW_^-1
derivatives,_oNO3SM_,_gN_*_m_^-3
derivatives,_oNH4SM_,_gN_*_m_^-3
derivatives,_oNDissSM_,_gN_*_m_^-3
derivatives,_rPDIMWM_,_gP_*_gDW_^-1
derivatives,_rPDIMSM_,_gP_*_gDW_^-1
derivatives,_rPDDetWM_,_gP_*_gDW_^-1
derivatives,_rNDDetWM_,_gN_*_gDW_^-1
derivatives,_rSiDDetWM_,_gSi_*_gDW_^-1
derivatives,_rPDHumSM_,_gP_*_gDW_^-1
derivatives,_rNDHumSM_,_gN_*_gDW_^-1
derivatives,_rPDDetSM_,_gP_*_gDW_^-1
derivatives,_rNDDetSM_,_gN_*_gDW_^-1
derivatives,_rSiDDetSM_,_gSi_*_gDW_^-1
derivatives,_aDTotM_,_gDW_*_m_^-2
derivatives,_aPTotM_,_gP_*_m_^-2
derivatives,_aNTotM_,_gN_*_m_^-2
derivatives,_aSiTotM_,_gSi_*_m_^-2
derivatives,_aO2TotM_,_gO2_*_m_^-2
derivatives,_uPLoadSeason_,_gP_*_m_^-2*_d_^-1
derivatives,_uPLoad_,_gP_*_m_^-2*_d_^-1
derivatives,_uPLoadPO4_,_gP_*_m_^-2*_d_^-1
derivatives,_uPLoadOrg_,_gP_*_m_^-2*_d_^-1
derivatives,_uPLoadPhytTot_,_gP_*_m_^-2*_d_^-1
derivatives,_uPLoadDet_,_gP_*_m_^-2*_d_^-1
derivatives,_uPLoadAIM_,_gP_*_m_^-2*_d_^-1
derivatives,_uNLoadSeason_,_gN_*_m_^-2*_d_^-1
derivatives,_uNLoadPhytTot_,_gN_*_m_^-2_*_d_^-1
derivatives,_uNLoad_,_gN_*_m_^-2_*_d_^-1
derivatives,_uNLoadDet_,_gN_*_m_^-2_*_d_^-1
derivatives,_uNLoadOrg_,_gN_*_m_^-2_*_d_^-1
derivatives,_uNLoadDiss_,_gN_*_m_^-2_*_d_^-1
derivatives,_uNLoadNH4_,_gN_*_m_^-2_*_d_^-1
derivatives,_uNLoadNO3_,_gN_*_m_^-2_*_d_^-1
derivatives,_uNBackLoadHyp_,_gN_*_m_^-2_*_d_^-1
derivatives,_uPBackLoadHyp_,_gN_*_m_^-2_*_d_^-1
derivatives,_uNTotIn_,_gN_*_m_^-3
derivatives,_uDLoadDet_,_gDW_*_m_^-2*_d_^-1
derivatives,_uDLoadPhytTot_,_gDW_*_m_^-2*_d_^-1
derivatives,_uDLoadIM_,_gDW_*_m_^-2*_d_^-1
derivatives,_uDLoad_,_gDW_*_m_^-2*_d_^-1
derivatives,_uPTotIn_,_gP_*_m_^-3
derivatives,_uDLoadDiat_,_gDW_*_m_^-2*_d_^-1
derivatives,_uPLoadDiat_,_gP_*_m_^-2*_d_^-1
derivatives,_uNLoadDiat_,_gN_*_m_^-2_*_d_^-1
derivatives,_uDLoadGren_,_gDW_*_m_^-2*_d_^-1
